created_at,full_text,location,text_translated,sentiment_score,sentiment
Wed Oct 23 01:56:21 +0000 2024,@abdulhadiawang zaman dia 33bulang dia jaga je. ambik gaji je. Tapi xbuat kerja xde solusi dan penyelesaian. Syukur dah xde kuasa. kalau kuasa lagi smpi skrg harga telur mahal minyak masak Rm50 ke atas beras mahal takde solusi dan penyelesaian Terima kasih Kerajaan Madani https://t.co/HtJs196ezS,Kuala Lumpur,abdulhadiawang he wa 33 for his careGet your salaryBut do work xde solution and solutionsThank goodness it powerIf the power is now expensive egg price of RM50 cooking oil on expensive rice no solution and a thank you thanks to the government,0.8289,Positive
Wed Oct 23 01:11:31 +0000 2024,@bckupacc99 Cara paling confirm jadi is masukkan minyak masak yang baru minyak masak baru yg suhu rendah tu overcome minyak panas yang terbakar tu ,,bckupacc99 The most confirming way so is to add new cooking oil new cooking oil which is low in the burning hot oil,-0.2732,Negative
Wed Oct 23 01:00:58 +0000 2024,@Solisidtor @farhanzulkefly Memori yang mengingatkan harga telur mahal dan minyak masak mahal nak mampus sebabnya anak @dhzhamzah yang sorokkan? Kahkahkah,,Solisidtor farhanzulkefly Memory reminiscent of expensive egg price and expensive cooking oil to die because dhzhamzahs son is hidingKahkah,-0.5994,Negative
Wed Oct 23 00:55:23 +0000 2024,@rafiziramli Hello bro YB Pembelian barangan yg bersubsidi hendaklah menggunakan mykad sbb tak boleh tipu... Byk brg keperluan yg bersubsidi rakyat kena jarah dgn warga asing... Spt minyak masak Gula Tepung,,rafiziramli hello bro yb Purchase of subsidized good should use mykad a it can not be fooled by the subsidized need of the people to serve with foreigner,0.6229,Positive
Wed Oct 23 00:47:44 +0000 2024,Minyak Goreng Rose Brand 2L Buat buibu masak drumah nih cek disini aja mam ya https://t.co/jeaWkblbyX #ShopeeID #racunshopee,"Kota Bandung, Jawa Barat",Rose Brand Fried Oil 2L Make Buibu Cooking Drums This Check Here Mam Ya shopeed racunshopee,0.0,Neutral
Wed Oct 23 00:38:49 +0000 2024,@adamyusuf88 @farhanzulkefly Tengok muka kaki sakau minyak masak ni pun dah meluat.,"Kuala Lumpur, Kota Kinabalu",adamyusuf88 farhanzulkefly Look at the face of this cooking oil,0.0,Neutral
Wed Oct 23 00:26:41 +0000 2024,Kalau korang rasa OK untuk beli minyak masak RM40 telur 10 biji belasan ringgit teruskanlah undi PN. Aku dah serik. Memang aku takkan benarkan tangan aku undi puak2 PN tunggang agama ni.,,If you think it ok to buy RM40 egg of cooking 10 dollar and continue votingIm so tiredI will not allow my hand to vote for this religious rider,-0.2718,Negative
Wed Oct 23 00:19:38 +0000 2024,@BonoTini Songlap la tu. Kalau tak janawibawa mesti sorok minyak masak ,"Dubai, United Arab Emirates",Bonotini songlap la tuOtherwise you must hide the cooking oil,-0.1779,Negative
Tue Oct 22 23:34:50 +0000 2024,@baldtoro @apanakdikato @MalaysiaGazette Letak barang pada 0% untuk beras jika yang beli T20/M40 jadi bukankah T20/M40 lebih banyak untung? Letak minyak masak pada 6% B40 akan lebih banyak guna kerana kebiasaaannya B40 lebih banyak anak berbanding T20/M40 maka B40 lebih banyak berbelanja dan membayar GST.,"SG. Buloh, Malaysia",baldtoro apanakdikato malaysiagazette put on 0 for rice if you buy T20M40 so dont T20M40 be more profitablePutting cooking oil at 6 B40 will be more useful because of the B40 more child than T20M40 then B40 spend more and pay GST,0.3642,Positive
Tue Oct 22 23:24:35 +0000 2024,Jana pendapatan kumpul minyak masak terpakai https://t.co/wV3vrA6UQC #BERITA #Komuniti #NASIONAL #TERKINI,Malaysia,Generate Income Collect Used Cooking Oil berita community national terkini,0.0,Neutral
Tue Oct 22 23:07:33 +0000 2024,Kat tiktok pakat tanya aku mana pmx dpt duit. Jawapan aku. Biasala mesti sakau punya. Kalau tak janawibawa sorok minyak masak. Terus walaun double menggelupur. Ckp betul pun bukan diorg paham.,"Dubai, United Arab Emirates",I asked me where PMX had moneyMy answerBiasala must be a lotIf you do not hide the cooking oilKeep in mind the double dumpsCkp is not really understanding,0.1326,Positive
Tue Oct 22 22:37:29 +0000 2024,@TVPertiwi_MY Beli saham pun panas Anak dia suruk minyak masak ok ke Setpol Pulak da kena dakwa sprm Pn tak best Best sakau,,Tvgiwimy bought even a hot kid stock of cooking oil ok to setpol silver and claimed to be the best,0.7506,Positive
Tue Oct 22 21:10:40 +0000 2024,@saythenameayy Bezanya Kerajaaan Madani naikan Gaji yg dah lama tak naik dan sebelum ini barang naik tapi tak naik kalau depa ramal naik oklah bersebab sTR pun tertinggi logiclah Minyak Masak masa PN 5 Kg Rm50 sekarang RM28-29 kat situ dah tahu siapapandai telur ayam madani murah lagi,,saythenameyy is the difference between the government of the old wage that ha not been rising and before the good go up but it doe not go up if the rise is ok because the highest strict logic is the cooking oil of 5 kg rm50 now rm2829 there know the cheap madani chicken eggelse,0.6652,Positive
Tue Oct 22 18:08:54 +0000 2024,@aghafran @nmqlinrz @501Awani Nah! Bangla sorok minyak masak paket berkotak-kotak. https://t.co/nkrrQupxTK,,aghafran nmqlinrz 501awani nahBangla hide the cooking oil cooking oil,-0.1779,Negative
Tue Oct 22 18:07:50 +0000 2024,@TartNenas666 Nah! Minyak masak paket. Bangla sorok berkotak-kotak. https://t.co/nkrrQupxTK,,Tartnenas666 WellPackage cooking oilBangla is boxed,0.0,Neutral
Tue Oct 22 18:07:04 +0000 2024,@afiiquee Nah! Minyak masak paket kau. Bangla sorok berkotak-kotak. https://t.co/nkrrQupxTK,,afiiquee nahCooking your package oilBangla is boxed,0.0,Neutral
Tue Oct 22 13:32:42 +0000 2024,@hawkeyezack1990 This is a no brainer: .. berplastik-plastik minyak masak paket Malaysia terapung-apung atas perairan Indonesia dan kedai-kedai di selatan Thailand pun banyak jual minyak masak paket Malaysia. FAKTA sebab is benar2 berlaku.,,hawkeyezack1990 This is a no brainer plastic oil cooking oil Malaysia floating on Indonesian water and shop in southern Thailand are selling a lot of Malaysian package cooking oilThe fact that it really doe happen,-0.296,Negative
Tue Oct 22 13:29:03 +0000 2024,@saythenameayy HAHAHAHHAHHA. LANCAU LAH.. Zaman PN aku beli minyak masak 5kg rm50 lah sial! Sekarang ni RM30 je.,"Selangor, Malaysia",saythenameyy hahahahhahhaLunch I used to buy 5kg RM50 cooking oilNow it RM30,0.0,Neutral
Tue Oct 22 13:28:29 +0000 2024,- Haluskan bahan sambal. Lalu masak sebentar dengan sedikit minyak hingga harum. Tata bahan pelengkap di mangkok saji. Siram dengan kuah soto. Taburi daun bawang seledri iris kacang kedelai goreng dan bawang putih goreng. Sajikan segera dengan kerupuk.,,Distribute sambal ingredientsThen cook briefly with a little oil until fragrantComplete Materials in Saji MangkokFlush with soto sauceSprinkle onion leaf slice of fried soybean and fried garlicServe immediately with a crack,0.0,Neutral
Tue Oct 22 13:26:53 +0000 2024,@convomf beli daging masak rendang trus olesin gagang pintu dia make minyak rendangnya,,convomf buy chopsticked meat and olesin do the door make her chop oil,0.0,Neutral
Tue Oct 22 13:23:09 +0000 2024,Sbb PN la rakyat kena paksa vaksin. Aku kena sakit jantung lps booster. Bagus ke? Skrg byk brg mentah murah kot. Zaman PN perintah cukup susah sbb minyak masak mahal ayam mahal. Lagi sembang.,Kuala Lumpur ,As the people are forced to vaccinateI had a heart attackNice toNowadays cheap raw coatsThe time of the order wa quite difficult a expensive chicken cooking oilMore chat,-0.1513,Negative
Tue Oct 22 13:17:16 +0000 2024,@saythenameayy Ylah..mmg PN ni terpaling hebat dalam semua aspek. Bayangkanlah ada pemimpin PN tu kata 5 hari boleh pulih ekonomi malaysia..pemimpin di dunia ni mana ada yg hebat mcm PN. Berdoa ja jatuh minyak masak paket,,saythenameyy ylahmmg pn this is great in all aspectsImagine a PN leader saying that 5 day can recover the Malaysian economy leader in this world where there is a great mcm PnPray and drop the packet cooking oil,0.7964,Positive
Tue Oct 22 13:00:58 +0000 2024,@pongtato_twt oalahh pantess aku masak nya minyak blm panas api besar udah dimasukin,⋆𐙚₊ 1DxTSxBTS⋆｡• SOPE🍭,pongtatotwt Oalahh pantess I cooked the oil blm hot fire that had been entered,-0.34,Negative
Tue Oct 22 12:09:57 +0000 2024,salutt banget sama mama mama di dunia ini yang bisa menaklukan api air angin minyak bumi lampu lalu lintas masa ya aku tadi bantuin mama masak yg kecipratan minyak malah akunya :},rumah lee chan ,salutt banget with mama in the world who can conquer the fire of oil oil lamp traffic lamp time yes i just helped mommy cooking oil with oil and even,0.0772,Positive
Tue Oct 22 12:09:52 +0000 2024,Pucuk ubi masak asam/asam pedas bawang merah *tumbuk ikan bilis *tumbuk tumis yg * masukkan lada kering yg dah blander tumis sampai pecah minyak then tambah air sikit² . Oh pucuk ubi tu rebus dulu tau! last sekali masukkan pucuk ubi / air asam + garam . SIAP ,"Kluang,Johor",Acid cooked sweet potatospicy red onion piercing anchovy stir fried pepper add dried pepper that is stir fried until oil is broken and then add some waterOh the sweet potato boiled firstLastly add the sweet potato salt salt waterReady,0.7096,Positive
Tue Oct 22 11:39:01 +0000 2024,Baru di ramal naik dah panik. Lupa agak nya minyak masak bape ringgit time pkp tu,,Newly used in a panicForget about the cooking oil of the Ringgit Time PKP,0.0,Neutral
Tue Oct 22 10:53:45 +0000 2024,@saythenameayy Kau PN /PAS minyak masak rakyat mahrin B40 pun kau anak beranak curi..ada hati nak kata goverment sekarang teruk. Tengok la muka tu dekat cermin.,"Kuala Lumpur, Kota Kinabalu",saythenameyy you are MrsLook at that face near the mirror,0.0,Neutral
Tue Oct 22 10:46:24 +0000 2024,@saythenameayy Minyak masak rm50 zaman PN la sial ayam dengan telur harga yahudi zaman PN la sial,"Sungai Buloh, Selangor",saythenameyy Cooking oil RM50 pn la damn chicken with Jewish egg Pn la unlucky,-0.4019,Negative
Tue Oct 22 10:44:11 +0000 2024,@501Awani Kau lagi pembawa sial Dalam Malaysia ...anak kau sorok minyak masak ....pukimak sial ...time COVID kau buat undang2 kau sendiri bagi semua org susah sial,"Johor Bahru, Johor",501awani you are a bad carrier in Malaysia your son hide cooking oil damn it time covid you make your own law for all bad people,-0.886,Negative
Tue Oct 22 10:43:11 +0000 2024,@saythenameayy Bangang telur ilang minyak masak 50 sebotol. Sembang mcm keluar dari perut babi,,saythenenamieayy Eggs Eggs 50 A bottle of cooking oilMcm chat out of the pig stomach,0.0,Neutral
Tue Oct 22 10:13:51 +0000 2024,@Solisidtor Every year akan naik regardless of govt. Minyak masak bukan 50RM mcm zaman PenyamuN dan rakyat tak kibar bendera putih.,DH50490,Solisidtor every year will ride the Regardless of GovtCooking oil is not 50rm mcm in the time of bandit and the people are not white flag,0.0,Neutral
Tue Oct 22 09:34:54 +0000 2024,@saythenameayy Haha si bodoh ko walaun mmg la sampah baru kejap memerintah harga minyak masak melambung naik jumlah kabinet paling ramai menghabiskan duit rakyat belom duta-duta makan gaji buta sampah walaun,,saythenameyy Haha the stupid I dont know if the new trash is in order to rule the price of cooking oil to rise the number of cabinet the most spend the people money not to eat the wage of the garbage,-0.0258,Neutral
Tue Oct 22 09:22:14 +0000 2024,@saythenameayy Mungkin minyak masak naik sampai RM50 utk 5kg pastu yg subsidi kena sorok. Telor pun hilang.....haishh teruk la kalau kerajaan Madani perintah masa tu......,,saythenameyy may be cooking oil up to RM50 for 5kg of subsidiesThe egg are gone haishh it is bad if the government is in order to order that time,-0.5423,Negative
Tue Oct 22 08:59:37 +0000 2024,Gua rasa akhir ini gua tuh gampang terluka dah padahal gua baik loh beberes rumah masak. Tapi entah kenapa tangan gua kena piso pas motong terong terus kecipratan minyak pas goreng. Terus kuku gua ketusuk duri ikan pas nyuci piring.Tangan gua kegores sama kuku pas ngucek baju,"Bogor, Jawa Barat",I think this is the end of the day when I get hurt when Im good at cooking the houseBut somehow my hand had to be pissed when the glittering glitter continued to fry fried oilKeep my nail out of the fish thorn when they wash the plate,-0.3612,Negative
Tue Oct 22 08:55:42 +0000 2024,Program ini memberi peluang kepada warga JPN Putrajaya untuk membawa bahan-bahan yang boleh dikitar semula seperti minyak masak kertas surat khabar kotak tin aluminum dan lain-lain lagi yang boleh ditukar ganti dengan nilai wang. https://t.co/lCm11czkt9,Putrajaya,The program give Putrajaya JPN resident the opportunity to bring recyclable ingredient such a aluminum can and other aluminum can and more that can be replaced with money,0.4215,Positive
Tue Oct 22 08:49:20 +0000 2024,1.⁠ ⁠Ayam seekor ️ RM10.00 2.⁠ ⁠⁠Minyak masak 5KG ️ RM23.00 3.⁠ ⁠⁠Telur 30 biji ️ RM10.00 4.⁠ ⁠⁠Beras 5KG ️ RM14.70 5.⁠ ⁠⁠Ikan siakap seekor ️ RM7.70 6.⁠ ⁠⁠Ubi kentang 1KG ️ RM2.00 7.⁠ ⁠⁠Bawang kuning 1KG ️ RM3.00,"Petaling Jaya, Selangor",1 Apm RM1000 2 5kg cooking RM2300 3 30 seed RM1000 4 5kg RM1470 5 Fish Fish RM770 6 1kg potato RM200 7 1kg yellow RM300,0.0,Neutral
Tue Oct 22 08:22:08 +0000 2024,Hujung tahun 2022 dia declare harta RM11juta. Duit banyak lagi satu hal dia ke sana sini urusan kerja pun makanan dah disediakan. Tak perlu risau food appear out of thin air. Yang perlu risau isu minyak masak dissappear out of thin air dulu sebab keturunan kau sorok Hamzah.,My comfort zone,At the end of 2022 he declared the property of RM11 millionMoney ha a lot more money to go here and there is a work for foodNo need to worry about food appear out of thin airThose who need to worry about the issue of cooking oilsappear out of thin air first because your descendant are hiding Hamzah,-0.6808,Negative
Tue Oct 22 08:04:16 +0000 2024,@f4kr0ls00d dia bukan mcm kau hamzah asyik makan duit haram . sampai anak pun mcm haram curi minyak masak milik rakyat, الله ,f4kr0ls00d he is not mcm you hamzah keep eating illegal moneyUntil the child is illegal to steal the people cooking oil,-0.886,Negative
Tue Oct 22 08:00:03 +0000 2024,@Fatimah81819162 Nikmat makan bulgur dan tiwul kadang kangen juga btw bulgur ada kl di online. Untung saat itu masih banyak pohon sehingga walaupun minyak tanah sulit didapatkan masih ada tungku/hawu ceuk urang Sunda mah sambil masak sambil bubui Ubi &amp; singkong pepes ikan panggang opak.,,Fatimah81819162 Enjoy the Bulgur and Tiwul Sometimes Kangen is also a Bulgur available onlineFortunately at that time there were many tree so that even though the oil wa difficult to find there wa still a furnacehawu ceuk sinda mah while cooking while sweet potato ampOpak roasted fish pepes,0.5719,Positive
Tue Oct 22 07:55:59 +0000 2024,5. Panaskan sedikit minyak lalu masukkan jamur enoki. Beri sedikit merica dan masak hingga kecokelatan di kedua sisi. Angkat dan susun di piring saji https://t.co/oAJdFBqPMW,Indonesia,5 Heat a little oil and add the Enoki fungusGive it a little bit of merica and cook until tasty on both sidesLift and arrange on the plate,0.0,Neutral
Tue Oct 22 07:49:39 +0000 2024,3. Masukkan kecap asin mirin saus tiram gula pasir cuka merica dan air masak hingga mendidih lalu masukkan minyak wijen dan biji wijen masak sesaat https://t.co/kaKU80i3BY,Indonesia,3 Add salted mirin mirin oyster sugar sugar vinegar and cooked water until boiling and add sesame oil and cooked sesame seed,0.0,Neutral
Tue Oct 22 07:06:37 +0000 2024,Jana pendapatan daripada minyak masak terpakai #AWANInews #AWANI745 https://t.co/XkjwPoaeUL,Malaysia,Generate Income from Used Cooking Oil AnawanInews AWANI745,0.0,Neutral
Tue Oct 22 06:32:35 +0000 2024,Bidang tak ramai Melayu ceburi lelaki ini raih pendapatan lumayan daripada minyak masak terpakai https://t.co/O9AOPHhi1G,,The field of not many people in this man earns a lucrative income from used cooking oil,0.0,Neutral
Tue Oct 22 06:29:12 +0000 2024,Cek PEACH - Celemek Apron Masak Karakter Waterproof Anti Minyak / Celemek Anti Air Bahan Kain Premium Quality H5296 dengan harga Rp11.875. Dapatkan di Shopee sekarang! https://t.co/KfPDbsgVL1 https://t.co/lzsFfr5RYQ,,Peach check Celemek apron cooking Waterproof Anti Oil Celemek Anti Water Premium Quality H5296 Fabric for Rp11875Get it at Shopee now,-0.5574,Negative
Tue Oct 22 06:21:26 +0000 2024,@erhanazrai Cara paling senang kurangkan ketirisan subsidi petrol gula beras minyak masak apung kan harga lepas itu bagi tunai untuk semua kepada golongan Maha miskin (B40) dan maha cukup makan (M40). Golongan Maha Kaya (T20) jangan bagi. Biar dia isi Ron 95 harga apung pasaraya.,"Durian Tunggal, Melaka",SODAZRAI The easiest way to reduce the leakage of the sugar oil subsidy is the last price of the last price for the cash for all the poor B40 and the meal M40Rich people T20 do not shareLet him fill the RON 95 the price of the supermarket,-0.0772,Negative
Tue Oct 22 05:51:28 +0000 2024,@merizachekamaru @rosolwahid11 Harga minyak masak dan ayam jauh lebih murah pada zaman MADANI ketimbang zaman @rosolwahid11 jadi menteri. https://t.co/ajVpwol2vo,Kuala Lumpur Federal Territory,merizachekamaru rosolwahid11 Price of cooking oil and chicken is much cheaper in the day of the time of the day rosolwahid11 to be the minister,0.0,Neutral
